image_path,label
data/mini_imagenet/panda/panda_048.jpg,panda
data/mini_imagenet/dog/dog_005.jpg,dog
data/mini_imagenet/cat/cat_028.jpg,cat
data/mini_imagenet/panda/panda_037.jpg,panda
data/mini_imagenet/dog/dog_003.jpg,dog
data/mini_imagenet/panda/panda_069.jpg,panda
data/mini_imagenet/cat/cat_031.jpg,cat
data/mini_imagenet/panda/panda_025.jpg,panda
data/mini_imagenet/dog/dog_001.jpg,dog
data/mini_imagenet/cat/cat_029.jpg,cat
data/mini_imagenet/dog/dog_016.jpg,dog
data/mini_imagenet/cat/cat_018.jpg,cat
data/mini_imagenet/dog/dog_012.jpg,dog
data/mini_imagenet/panda/panda_011.jpg,panda
data/mini_imagenet/panda/panda_047.jpg,panda
data/mini_imagenet/panda/panda_070.jpg,panda
data/mini_imagenet/cat/cat_024.jpg,cat
data/mini_imagenet/cat/cat_037.jpg,cat
data/mini_imagenet/panda/panda_016.jpg,panda
data/mini_imagenet/cat/cat_022.jpg,cat
data/mini_imagenet/panda/panda_073.jpg,panda
data/mini_imagenet/cat/cat_042.jpg,cat
data/mini_imagenet/panda/panda_050.jpg,panda
data/mini_imagenet/panda/panda_029.jpg,panda
data/mini_imagenet/cat/cat_049.jpg,cat
data/mini_imagenet/cat/cat_006.jpg,cat
data/mini_imagenet/panda/panda_056.jpg,panda
data/mini_imagenet/panda/panda_065.jpg,panda
data/mini_imagenet/panda/panda_002.jpg,panda
data/mini_imagenet/panda/panda_030.jpg,panda
data/mini_imagenet/panda/panda_008.jpg,panda
data/mini_imagenet/cat/cat_034.jpg,cat
data/mini_imagenet/panda/panda_023.jpg,panda
data/mini_imagenet/panda/panda_027.jpg,panda
data/mini_imagenet/panda/panda_063.jpg,panda
data/mini_imagenet/cat/cat_035.jpg,cat
data/mini_imagenet/panda/panda_007.jpg,panda
data/mini_imagenet/dog/dog_020.jpg,dog
data/mini_imagenet/panda/panda_010.jpg,panda
data/mini_imagenet/panda/panda_042.jpg,panda
data/mini_imagenet/cat/cat_002.jpg,cat
data/mini_imagenet/cat/cat_010.jpg,cat
data/mini_imagenet/panda/panda_062.jpg,panda
data/mini_imagenet/dog/dog_017.jpg,dog
data/mini_imagenet/cat/cat_043.jpg,cat
data/mini_imagenet/panda/panda_032.jpg,panda
data/mini_imagenet/cat/cat_039.jpg,cat
data/mini_imagenet/panda/panda_035.jpg,panda
data/mini_imagenet/panda/panda_046.jpg,panda
data/mini_imagenet/panda/panda_005.jpg,panda
data/mini_imagenet/cat/cat_032.jpg,cat
